2019 DICIEMBRE,cart,5885597,appliances.environment.vacuum,polarus,102.38,407458156,5aa8f606-eca9-4555-ae53-80911cdae263
2019 DICIEMBRE,cart,5885594,appliances.environment.vacuum,polarus,66.51,407458156,5aa8f606-eca9-4555-ae53-80911cdae263
2019 DICIEMBRE,cart,5885595,appliances.environment.vacuum,polarus,66.51,407458156,5aa8f606-eca9-4555-ae53-80911cdae263
2019 DICIEMBRE,remove_from_cart,5885595,appliances.environment.vacuum,polarus,66.51,407458156,5aa8f606-eca9-4555-ae53-80911cdae263
2019 DICIEMBRE,remove_from_cart,5885595,appliances.environment.vacuum,polarus,66.51,407458156,5aa8f606-eca9-4555-ae53-80911cdae263
2019 DICIEMBRE,remove_from_cart,5885597,appliances.environment.vacuum,polarus,102.38,407458156,5aa8f606-eca9-4555-ae53-80911cdae263
2019 DICIEMBRE,view,5823935,appliances.environment.vacuum,polarus,53.81,438996965,4b3ae663-6365-4b0d-b534-8b16ad4082d2
2019 DICIEMBRE,view,5854574,appliances.environment.vacuum,jessnail,21.43,438996965,4b3ae663-6365-4b0d-b534-8b16ad4082d2
2019 DICIEMBRE,view,5395,appliances.environment.vacuum,runail,30.95,438996965,4b3ae663-6365-4b0d-b534-8b16ad4082d2
2019 DICIEMBRE,view,5810083,appliances.environment.vacuum,irisk,24.6,438996965,4b3ae663-6365-4b0d-b534-8b16ad4082d2
2019 DICIEMBRE,view,5810083,appliances.environment.vacuum,irisk,24.6,438996965,4b3ae663-6365-4b0d-b534-8b16ad4082d2
2019 DICIEMBRE,view,5877460,appliances.environment.vacuum,jessnail,21.43,438996965,4b3ae663-6365-4b0d-b534-8b16ad4082d2
2019 DICIEMBRE,cart,5854574,appliances.environment.vacuum,jessnail,21.43,438996965,4b3ae663-6365-4b0d-b534-8b16ad4082d2
2019 DICIEMBRE,cart,5854579,appliances.environment.vacuum,jessnail,5.71,438996965,4b3ae663-6365-4b0d-b534-8b16ad4082d2
2019 DICIEMBRE,remove_from_cart,5856191,appliances.environment.vacuum,runail,24.44,438996965,4b3ae663-6365-4b0d-b534-8b16ad4082d2
