2020 FEBRERO,view,5901869,apparel.glove,benovy,11.19,381706893,a867fef3-ee22-4558-a38c-f10809dd4da8
2020 FEBRERO,view,5901869,apparel.glove,benovy,11.19,381706893,a867fef3-ee22-4558-a38c-f10809dd4da8
2020 FEBRERO,view,5901869,apparel.glove,benovy,11.19,381706893,a867fef3-ee22-4558-a38c-f10809dd4da8
2020 FEBRERO,view,5901869,apparel.glove,benovy,11.19,381706893,a867fef3-ee22-4558-a38c-f10809dd4da8
2020 FEBRERO,cart,5901869,apparel.glove,benovy,11.19,381706893,a867fef3-ee22-4558-a38c-f10809dd4da8
2020 FEBRERO,view,5885588,appliances.environment.vacuum,polarus,79.21,604218181,7eea572c-652b-41ec-bceb-34655c101588
2020 FEBRERO,view,5885586,appliances.environment.vacuum,polarus,68.1,604218181,7eea572c-652b-41ec-bceb-34655c101588
2020 FEBRERO,view,5885586,appliances.environment.vacuum,polarus,68.1,604218181,7eea572c-652b-41ec-bceb-34655c101588
2020 FEBRERO,view,5861761,appliances.environment.vacuum,emil,48.41,604218181,7eea572c-652b-41ec-bceb-34655c101588
2020 FEBRERO,view,5861761,appliances.environment.vacuum,emil,48.41,604218181,7eea572c-652b-41ec-bceb-34655c101588
2020 FEBRERO,view,5861760,appliances.environment.vacuum,emil,71.43,604218181,7eea572c-652b-41ec-bceb-34655c101588
2020 FEBRERO,view,5885588,appliances.environment.vacuum,polarus,79.21,604218181,7eea572c-652b-41ec-bceb-34655c101588
2020 FEBRERO,view,5885586,appliances.environment.vacuum,polarus,68.1,604218181,7eea572c-652b-41ec-bceb-34655c101588
2020 FEBRERO,view,5907080,appliances.environment.vacuum,polarus,79.21,604218181,7eea572c-652b-41ec-bceb-34655c101588
2020 FEBRERO,view,5885589,appliances.environment.vacuum,polarus,79.21,604218181,7eea572c-652b-41ec-bceb-34655c101588
2020 FEBRERO,view,5885589,appliances.environment.vacuum,polarus,79.21,604218181,7eea572c-652b-41ec-bceb-34655c101588
2020 FEBRERO,view,5825604,appliances.environment.vacuum,polarus,1.27,604218181,7eea572c-652b-41ec-bceb-34655c101588
2020 FEBRERO,view,5901987,apparel.glove,benovy,7.16,587063787,85a10ad2-dc76-43e3-9bd0-2d5e714a33b3
2020 FEBRERO,cart,5901987,apparel.glove,benovy,7.16,587063787,85a10ad2-dc76-43e3-9bd0-2d5e714a33b3
2020 FEBRERO,view,5901987,apparel.glove,benovy,7.16,587063787,85a10ad2-dc76-43e3-9bd0-2d5e714a33b3
2020 FEBRERO,view,5901871,apparel.glove,benovy,7.16,587063787,85a10ad2-dc76-43e3-9bd0-2d5e714a33b3
2020 FEBRERO,view,5873431,apparel.glove,benovy,7.16,587063787,85a10ad2-dc76-43e3-9bd0-2d5e714a33b3
2020 FEBRERO,view,5901987,apparel.glove,benovy,7.16,587063787,85a10ad2-dc76-43e3-9bd0-2d5e714a33b3
2020 FEBRERO,remove_from_cart,5901987,apparel.glove,benovy,7.16,587063787,85a10ad2-dc76-43e3-9bd0-2d5e714a33b3
2020 FEBRERO,view,5395,appliances.environment.vacuum,runail,30.95,608669635,fdcda280-9490-4ba0-be7c-e50448484334
2020 FEBRERO,view,5855507,appliances.environment.vacuum,max,79.21,608669635,fdcda280-9490-4ba0-be7c-e50448484334
2020 FEBRERO,view,5855513,appliances.environment.vacuum,max,9.52,608669635,fdcda280-9490-4ba0-be7c-e50448484334
2020 FEBRERO,cart,5855513,appliances.environment.vacuum,max,9.52,608669635,fdcda280-9490-4ba0-be7c-e50448484334
2020 FEBRERO,cart,5855507,appliances.environment.vacuum,max,79.21,608669635,fdcda280-9490-4ba0-be7c-e50448484334
2020 FEBRERO,cart,5855507,appliances.environment.vacuum,max,79.21,608669635,fdcda280-9490-4ba0-be7c-e50448484334
2020 FEBRERO,view,5855508,appliances.environment.vacuum,max,95.08,608669635,fdcda280-9490-4ba0-be7c-e50448484334
2020 FEBRERO,view,5855507,appliances.environment.vacuum,max,79.21,608669635,fdcda280-9490-4ba0-be7c-e50448484334
2020 FEBRERO,remove_from_cart,5855507,appliances.environment.vacuum,max,79.21,608669635,fdcda280-9490-4ba0-be7c-e50448484334
2020 FEBRERO,remove_from_cart,5855507,appliances.environment.vacuum,max,79.21,608669635,fdcda280-9490-4ba0-be7c-e50448484334
2020 FEBRERO,remove_from_cart,5855513,appliances.environment.vacuum,max,9.52,608669635,fdcda280-9490-4ba0-be7c-e50448484334
2020 FEBRERO,remove_from_cart,5855513,appliances.environment.vacuum,max,9.52,608669635,fdcda280-9490-4ba0-be7c-e50448484334
2020 FEBRERO,view,5855508,appliances.environment.vacuum,max,95.08,608669635,fdcda280-9490-4ba0-be7c-e50448484334
2020 FEBRERO,view,5855507,appliances.environment.vacuum,max,79.21,608669635,fdcda280-9490-4ba0-be7c-e50448484334
2020 FEBRERO,view,5855508,appliances.environment.vacuum,max,95.08,608669635,fdcda280-9490-4ba0-be7c-e50448484334
2020 FEBRERO,cart,5767494,stationery.cartrige,italwax,2.14,602591014,0b74a0b7-e2e5-4b76-92ae-bb281c82ecc4
2020 FEBRERO,cart,5767493,stationery.cartrige,italwax,2.14,602591014,0b74a0b7-e2e5-4b76-92ae-bb281c82ecc4
2020 FEBRERO,cart,5775814,stationery.cartrige,italwax,1.98,602591014,0b74a0b7-e2e5-4b76-92ae-bb281c82ecc4
2020 FEBRERO,cart,5803579,stationery.cartrige,italwax,2.14,602591014,0b74a0b7-e2e5-4b76-92ae-bb281c82ecc4
2020 FEBRERO,cart,24330,stationery.cartrige,depilflax,3.02,602591014,0b74a0b7-e2e5-4b76-92ae-bb281c82ecc4
2020 FEBRERO,cart,5753706,stationery.cartrige,yoko,2.44,602591014,0b74a0b7-e2e5-4b76-92ae-bb281c82ecc4
2020 FEBRERO,view,5753706,stationery.cartrige,yoko,2.44,602591014,0b74a0b7-e2e5-4b76-92ae-bb281c82ecc4
2020 FEBRERO,view,5809792,furniture.bathroom.bath,milv,4.76,569794294,3af5b6d8-261e-4144-ae82-b3bd11aa6d9e
2020 FEBRERO,view,5809792,furniture.bathroom.bath,milv,4.76,569794294,3af5b6d8-261e-4144-ae82-b3bd11aa6d9e
2020 FEBRERO,cart,5809792,furniture.bathroom.bath,milv,4.76,569794294,3af5b6d8-261e-4144-ae82-b3bd11aa6d9e
2020 FEBRERO,view,5809792,furniture.bathroom.bath,milv,4.76,569794294,3af5b6d8-261e-4144-ae82-b3bd11aa6d9e
2020 FEBRERO,remove_from_cart,5809792,furniture.bathroom.bath,milv,4.76,569794294,3af5b6d8-261e-4144-ae82-b3bd11aa6d9e
2020 FEBRERO,remove_from_cart,5809792,furniture.bathroom.bath,milv,4.76,569794294,3af5b6d8-261e-4144-ae82-b3bd11aa6d9e
2020 FEBRERO,view,5891198,apparel.glove,nitrimax,9.21,556831666,54d2d7f3-084a-484b-a2cb-3b5d94fd908c
2020 FEBRERO,view,5891198,apparel.glove,nitrimax,9.21,556831666,54d2d7f3-084a-484b-a2cb-3b5d94fd908c
2020 FEBRERO,cart,5891198,apparel.glove,nitrimax,9.21,556831666,54d2d7f3-084a-484b-a2cb-3b5d94fd908c
2020 FEBRERO,view,5889689,apparel.glove,nitrile,8.25,556831666,54d2d7f3-084a-484b-a2cb-3b5d94fd908c
2020 FEBRERO,cart,5889689,apparel.glove,nitrile,8.25,556831666,54d2d7f3-084a-484b-a2cb-3b5d94fd908c
2020 FEBRERO,cart,5861764,appliances.environment.vacuum,emil,1.43,606666850,4b4e4f4c-eb15-9020-1e7f-bfb67b1d500d
2020 FEBRERO,cart,5861764,appliances.environment.vacuum,emil,1.43,606666850,4b4e4f4c-eb15-9020-1e7f-bfb67b1d500d
2020 FEBRERO,cart,5861764,appliances.environment.vacuum,emil,1.43,606666850,4b4e4f4c-eb15-9020-1e7f-bfb67b1d500d
2020 FEBRERO,cart,5861764,appliances.environment.vacuum,emil,1.43,606666850,4b4e4f4c-eb15-9020-1e7f-bfb67b1d500d
2020 FEBRERO,purchase,5861764,appliances.environment.vacuum,emil,1.43,606666850,4b4e4f4c-eb15-9020-1e7f-bfb67b1d500d
2020 FEBRERO,view,24330,stationery.cartrige,depilflax,3.02,608865627,4407e194-8bd9-4e72-abd2-7bb669a236be
2020 FEBRERO,view,24332,stationery.cartrige,depilflax,3.02,608865627,4407e194-8bd9-4e72-abd2-7bb669a236be
2020 FEBRERO,view,24368,stationery.cartrige,depilflax,3.02,608865627,4407e194-8bd9-4e72-abd2-7bb669a236be
2020 FEBRERO,cart,5665817,stationery.cartrige,runail,2.22,608865627,4407e194-8bd9-4e72-abd2-7bb669a236be
